		=== g++: Unexpected fails for rv32gcv ilp32d medlow  ===
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++20 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++29 (test for excess errors)
FAIL: c-c++-common/spec-barrier-1.c  -std=gnu++98 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++26 (test for excess errors)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (internal compiler error: in expand_expr_addr_expr_1, at expr.cc:9317)
FAIL: g++.dg/coroutines/pr110872.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_external_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_internal_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/reflect/has_module_linkage2.C  -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Cluster members:\\n  \\[0\\]=specialization definition '::foo::TPL<0x1>::frob<0x2>'"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Lazily binding '::foo::TPL'@'foo' section:"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s decl spec merge key \\(specialization\\) function_decl:'::foo::TPL<0x1>::frob<0x2>'"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s type spec merge key \\(specialization\\) type_decl:'::foo::TPL<0x1>'"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Wrote import:-[0-9]* template_decl:'::foo::template TPL@foo:.'@foo"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29  scan-lang-dump module "Wrote purview:-[0-9]* type_decl:'::foo::TPL<0x1>'"
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/indirect-4_b.C -std=c++29 module-cmi bar (gcm.cache/bar.gcm)
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29  scan-lang-dump module ">Loading entity foo\\[.\\] section:1"
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29  scan-lang-dump module "Imported:-[0-9]* template_decl:'::foo::template TPL@foo:.'@foo"
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29  scan-lang-dump module "Lazily binding '::bar::quux'@'bar' section:"
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29  scan-lang-dump module "Reading definition function_decl '::foo::TPL@bar:.<0x1>::frob@bar:.<0x2>'"
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29  scan-lang-dump module "Reading definition type_decl '::foo::TPL@bar:.<0x1>'"
FAIL: g++.dg/modules/indirect-4_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inext-1.H -std=c++29  scan-lang-dump module "Wrote section:1 named-by:'::foo'"
FAIL: g++.dg/modules/inext-1.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inext-1.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inh-tmpl-ctor-1_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inh-tmpl-ctor-1_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inh-tmpl-ctor-1_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/inh-tmpl-ctor-1_a.H.gcm)
FAIL: g++.dg/modules/inh-tmpl-ctor-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-1_a.C -std=c++29 module-cmi Foo (gcm.cache/Foo.gcm)
FAIL: g++.dg/modules/init-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-2_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-2_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-2_a.C -std=c++29 module-cmi Foo (gcm.cache/Foo.gcm)
FAIL: g++.dg/modules/init-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-2_b.C -std=c++29 module-cmi Bar (gcm.cache/Bar.gcm)
FAIL: g++.dg/modules/init-2_c.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-2_c.C -std=c++29 module-cmi Baz (gcm.cache/Baz.gcm)
FAIL: g++.dg/modules/init-2_d.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-3_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-3_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-3_b.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-3_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-3_c.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-3_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-4_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-4_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-4_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/init-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-5_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-5_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-5_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/init-5_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-6_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-6_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-6_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/init-6_a.H.gcm)
FAIL: g++.dg/modules/init-6_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-7_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/init-7_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/init-7_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/init-7_a.H.gcm)
FAIL: g++.dg/modules/init-7_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inline-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inline-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inline-1_b.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inline-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-10_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-10_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-10_a.C -std=c++29 module-cmi K (gcm.cache/K.gcm)
FAIL: g++.dg/modules/inst-10_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-10_b.C -std=c++29 module-cmi U (gcm.cache/U.gcm)
FAIL: g++.dg/modules/inst-10_c.C -std=c++29  (test for warnings, line 12)
FAIL: g++.dg/modules/inst-10_c.C -std=c++29  at line 13 (test for errors, line )
FAIL: g++.dg/modules/inst-10_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-1_a.C -std=c++29  scan-lang-dump module "Depending definition function_decl:'::foo<float>'"
FAIL: g++.dg/modules/inst-1_a.C -std=c++29  scan-lang-dump module "Depending definition function_decl:'::foo<int>'"
FAIL: g++.dg/modules/inst-1_a.C -std=c++29  scan-lang-dump module "\\[0\\]=specialization definition '::foo<float>'"
FAIL: g++.dg/modules/inst-1_a.C -std=c++29  scan-lang-dump module "\\[0\\]=specialization definition '::foo<int>'"
FAIL: g++.dg/modules/inst-1_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-1_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-1_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/inst-1_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s named merge key \\(unique\\) function_decl:'::baz'"
FAIL: g++.dg/modules/inst-1_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s named merge key \\(unique\\) function_decl:'::baz'"
FAIL: g++.dg/modules/inst-1_b.C -std=c++29  scan-lang-dump module "Reading definition function_decl '::foo@foo:.<float>'"
FAIL: g++.dg/modules/inst-1_b.C -std=c++29  scan-lang-dump module "Reading definition function_decl '::foo@foo:.<int>'"
FAIL: g++.dg/modules/inst-1_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-2_a.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s decl spec merge key \\(specialization\\) function_decl:'::foo<int>'"
FAIL: g++.dg/modules/inst-2_a.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s decl spec merge key \\(specialization\\) function_decl:'::foo<int>'"
FAIL: g++.dg/modules/inst-2_a.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s named merge key \\(decl\\) function_decl:'::baz'"
FAIL: g++.dg/modules/inst-2_a.C -std=c++29  scan-lang-dump module "\\[0\\]=specialization definition '::foo<int>'"
FAIL: g++.dg/modules/inst-2_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-2_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-2_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/inst-2_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s decl spec merge key \\(new\\) function_decl:'::foo'"
FAIL: g++.dg/modules/inst-2_b.C -std=c++29  scan-lang-dump module "Reading 1 pending entities keyed to '::foo'"
FAIL: g++.dg/modules/inst-2_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-3_a.C -std=c++29  scan-lang-dump module "Cluster members:\\n(  \\[.\\]=[^\\n]*'\\n)*  \\[.\\]=specialization definition '::TPL<int>'\\n  \\[.\\]=specialization declaration '::TPL<int>::TPL<int>'\\n"
FAIL: g++.dg/modules/inst-3_a.C -std=c++29  scan-lang-dump module "Depset:. specialization entity:. type_decl:'::TPL<int>'"
FAIL: g++.dg/modules/inst-3_a.C -std=c++29  scan-lang-dump module "Writing:-[0-9]*'s type spec merge key \\(specialization\\) type_decl:'::TPL<int>'"
FAIL: g++.dg/modules/inst-3_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-3_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-3_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/inst-3_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s decl spec merge key \\(new\\) type_decl:'::template TPL@foo:.<T>::TPL'"
FAIL: g++.dg/modules/inst-3_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s type spec merge key \\(new\\) type_decl:'::TPL'"
FAIL: g++.dg/modules/inst-3_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-4_a.C -std=c++29  scan-lang-dump module "Pending specialization '::TPL<int>' entity:. section:. keyed to '::TPL'"
FAIL: g++.dg/modules/inst-4_a.C -std=c++29  scan-lang-dump module "Pending specialization '::TPL<int>::TPL<int>' entity:. section:. also keyed to '::TPL'"
FAIL: g++.dg/modules/inst-4_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-4_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-4_a.C -std=c++29 module-cmi foo (gcm.cache/foo.gcm)
FAIL: g++.dg/modules/inst-4_b.C -std=c++29  scan-lang-dump module "Read:-[0-9]*'s type spec merge key \\(new\\) type_decl:'::TPL'"
FAIL: g++.dg/modules/inst-4_b.C -std=c++29  scan-lang-dump module "Reading 2 pending entities keyed to '::TPL'"
FAIL: g++.dg/modules/inst-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-5_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-5_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-5_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/inst-5_a.H.gcm)
FAIL: g++.dg/modules/inst-5_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-6_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-6_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-6_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/inst-6_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-7_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-7_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-7_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/inst-7_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-8_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-8_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-8_a.C -std=c++29 module-cmi std (gcm.cache/std.gcm)
FAIL: g++.dg/modules/inst-8_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-8_b.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/inst-8_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-9_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/inst-9_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/inst-9_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/inst-9_b.C -std=c++29 (test for excess errors)
XPASS: g++.dg/modules/inst-9_b.C -std=c++29 PR122609 (test for bogus messages, line 8)
FAIL: g++.dg/modules/internal-1.C -std=c++29  (test for errors, line 17)
FAIL: g++.dg/modules/internal-1.C -std=c++29  (test for errors, line 18)
FAIL: g++.dg/modules/internal-1.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-1.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-11.C -std=c++29  (test for errors, line 15)
FAIL: g++.dg/modules/internal-11.C -std=c++29  (test for errors, line 23)
FAIL: g++.dg/modules/internal-11.C -std=c++29  (test for errors, line 24)
FAIL: g++.dg/modules/internal-11.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-11.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-12_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-12_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-12_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/internal-12_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-13.C -std=c++29  (test for errors, line 16)
FAIL: g++.dg/modules/internal-13.C -std=c++29  (test for errors, line 17)
FAIL: g++.dg/modules/internal-13.C -std=c++29  (test for errors, line 25)
FAIL: g++.dg/modules/internal-13.C -std=c++29  (test for errors, line 26)
FAIL: g++.dg/modules/internal-13.C -std=c++29  (test for errors, line 27)
FAIL: g++.dg/modules/internal-13.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-13.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-15_a.C -std=c++29  scan-lang-dump module "Binding on tu-local function_decl:'::N::inner::adl' found"
FAIL: g++.dg/modules/internal-15_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-15_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-15_a.C -std=c++29 module-cmi A (gcm.cache/A.gcm)
FAIL: g++.dg/modules/internal-15_b.C -std=c++29  (test for warnings, line 9)
FAIL: g++.dg/modules/internal-15_b.C -std=c++29  at line 10 (test for errors, line )
FAIL: g++.dg/modules/internal-15_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-16.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-16.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29  (test for warnings, line 24)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29  (test for warnings, line 35)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29  (test for warnings, line 46)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29  (test for warnings, line 52)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29  (test for warnings, line 57)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-17_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for errors, line 13)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for errors, line 56)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for errors, line 59)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for errors, line 66)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for errors, line 69)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for warnings, line 41)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for warnings, line 44)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for warnings, line 51)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  (test for warnings, line 8)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  at line 14 (test for warnings, line 13)
FAIL: g++.dg/modules/internal-17_b.C -std=c++29  at line 48 (test for warnings, line )
FAIL: g++.dg/modules/internal-17_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-19_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-19_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-19_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/internal-19_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-20_a.C -std=c++29  (test for warnings, line 15)
FAIL: g++.dg/modules/internal-20_a.C -std=c++29  (test for warnings, line 17)
FAIL: g++.dg/modules/internal-20_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-20_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-20_a.C -std=c++29 module-cmi m (gcm.cache/m.gcm)
FAIL: g++.dg/modules/internal-20_b.C -std=c++29  (test for warnings, line 11)
FAIL: g++.dg/modules/internal-20_b.C -std=c++29  (test for warnings, line 13)
FAIL: g++.dg/modules/internal-20_b.C -std=c++29  at line 18 (test for errors, line )
FAIL: g++.dg/modules/internal-20_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-20_c.C -std=c++29  (test for errors, line 10)
FAIL: g++.dg/modules/internal-20_c.C -std=c++29  (test for errors, line 14)
FAIL: g++.dg/modules/internal-20_c.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-20_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-21_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-21_a.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-21_a.C -std=c++29 module-cmi M (gcm.cache/M.gcm)
FAIL: g++.dg/modules/internal-21_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-2_a.H -std=c++29  scan-lang-dump module " Cluster members:\\n  \\[0\\]=decl definition '::bob'\\n  \\[1\\]=binding '::bob'"
FAIL: g++.dg/modules/internal-2_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-2_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-2_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/internal-2_a.H.gcm)
FAIL: g++.dg/modules/internal-2_b.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-2_b.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-2_b.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/internal-2_b.H.gcm)
FAIL: g++.dg/modules/internal-2_c.C -std=c++29  scan-lang-dump module " Read:-1's named merge key \\(matched\\) function_decl:'::bob'"
FAIL: g++.dg/modules/internal-2_c.C -std=c++29  scan-lang-dump module " Read:-1's named merge key \\(new\\) function_decl:'::bob'"
FAIL: g++.dg/modules/internal-2_c.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-3.C -std=c++29  (test for errors, line 11)
FAIL: g++.dg/modules/internal-3.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-3.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-4_a.H -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-4_a.H -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-4_a.H -std=c++29 module-cmi  (gcm.cache/$srcdir/g++.dg/modules/internal-4_a.H.gcm)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 111)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 19)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 22)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 25)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 28)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 31)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 62)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 64)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 67)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 78)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 79)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 81)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 88)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29  (test for errors, line 90)
FAIL: g++.dg/modules/internal-4_b.C -std=c++29 (test for excess errors)
FAIL: g++.dg/modules/internal-5_a.C -std=c++29  (test for warnings, line 49)
FAIL: g++.dg/modules/internal-5_a.C -std=c++29  (test for warnings, line 57)
FAIL: g++.dg/modules/internal-5_a.C -std=c++29 (internal compiler error: in get_cxx_dialect_name, at cp/name-lookup.cc:7543)
FAIL: g++.dg/modules/internal-5_a.C -std=c++29 (test for excess errors)
